horas_estudio,asistencia,participacion_parental,acceso_a_recursos,actividades_extracurriculares,horas_suenio,calificaciones_previas,nivel_motivacion,acceso_internet,sesiones_tutoria,ingreso_familiar,calidad_profesorado,tipo_escuela,influencia_companieros,actividad_fisica,discapacidad_aprendizaje,nivel_estudio_padres,distancia,genero,puntaje_examen
19,71,medio,elevado,si,9,94,elevado,si,1,elevado,medio,privado,positivo,4,no,preparatoria,cercano,hombre,68
7,66,elevado,bajo,si,8,68,elevado,si,0,bajo,medio,publico,negativo,2,si,universidad,moderado,hombre,57
7,64,medio,elevado,no,9,70,elevado,si,4,bajo,bajo,publico,neutral,4,si,preparatoria,lejano,hombre,59
16,83,bajo,bajo,si,6,61,medio,si,0,medio,elevado,publico,neutral,4,no,universidad,cercano,hombre,64
23,65,elevado,medio,si,9,74,medio,si,2,medio,elevado,privado,neutral,3,no,universidad,moderado,hombre,67
4,66,bajo,elevado,no,8,84,bajo,si,2,bajo,elevado,publico,neutral,3,no,posgrado,cercano,mujer,60
17,72,elevado,elevado,si,6,65,bajo,si,3,bajo,elevado,publico,positivo,2,no,posgrado,lejano,hombre,67
17,71,medio,elevado,si,7,85,bajo,si,2,bajo,bajo,privado,negativo,2,no,universidad,,mujer,65
28,84,medio,bajo,si,7,81,medio,si,1,medio,elevado,publico,negativo,3,no,universidad,cercano,hombre,71
18,93,bajo,medio,si,7,69,medio,si,0,bajo,medio,publico,neutral,2,no,universidad,cercano,hombre,67
22,90,medio,bajo,si,7,66,bajo,si,0,bajo,medio,publico,positivo,1,no,posgrado,cercano,hombre,69
21,70,elevado,medio,si,5,93,elevado,si,1,bajo,medio,publico,neutral,3,no,universidad,cercano,hombre,68
7,70,medio,bajo,si,6,51,medio,si,0,elevado,medio,privado,neutral,1,no,preparatoria,moderado,mujer,59
25,99,elevado,elevado,no,7,86,bajo,no,3,medio,bajo,publico,positivo,3,no,universidad,cercano,mujer,75
21,60,medio,bajo,si,6,71,bajo,si,0,medio,bajo,publico,negativo,4,si,preparatoria,lejano,hombre,59
23,95,elevado,medio,no,6,86,bajo,si,0,medio,elevado,publico,neutral,3,no,preparatoria,moderado,mujer,71
44,68,elevado,bajo,no,9,75,bajo,si,3,medio,elevado,privado,negativo,2,no,preparatoria,moderado,mujer,71
7,98,medio,bajo,no,7,54,elevado,si,0,medio,elevado,privado,neutral,2,no,preparatoria,cercano,mujer,66
30,74,medio,bajo,no,10,99,medio,si,1,elevado,medio,privado,positivo,2,no,preparatoria,moderado,hombre,69
18,78,elevado,medio,si,7,54,bajo,no,4,bajo,elevado,publico,neutral,4,si,universidad,moderado,mujer,65
22,88,medio,bajo,si,9,58,bajo,si,3,bajo,medio,privado,negativo,2,no,universidad,moderado,hombre,68
20,84,elevado,bajo,no,7,71,medio,si,5,bajo,elevado,privado,positivo,2,no,preparatoria,lejano,mujer,68
17,73,medio,bajo,si,6,97,elevado,si,1,medio,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,67
17,82,elevado,medio,si,7,65,medio,si,1,medio,bajo,publico,positivo,5,no,preparatoria,cercano,hombre,68
22,89,bajo,medio,si,9,78,medio,si,0,medio,bajo,publico,positivo,3,no,,moderado,hombre,68
11,62,elevado,medio,si,7,76,elevado,si,3,elevado,medio,privado,neutral,3,si,preparatoria,moderado,hombre,88
25,60,medio,elevado,si,8,67,medio,si,1,medio,elevado,publico,neutral,2,no,universidad,cercano,mujer,66
18,78,elevado,bajo,si,7,85,elevado,si,3,bajo,bajo,publico,negativo,2,no,universidad,cercano,hombre,67
13,65,medio,elevado,no,7,75,bajo,si,2,medio,elevado,privado,neutral,4,no,preparatoria,moderado,hombre,63
17,87,medio,elevado,si,7,79,medio,si,3,bajo,medio,publico,neutral,4,si,preparatoria,cercano,mujer,68
28,69,elevado,bajo,no,6,61,bajo,si,2,medio,elevado,publico,positivo,1,si,preparatoria,cercano,hombre,65
17,77,elevado,medio,si,7,96,medio,si,1,bajo,bajo,privado,positivo,3,no,universidad,cercano,hombre,67
22,68,elevado,elevado,si,8,56,medio,no,3,medio,bajo,privado,positivo,1,no,posgrado,cercano,hombre,67
16,82,medio,bajo,si,7,85,medio,si,1,elevado,medio,publico,neutral,4,no,preparatoria,cercano,hombre,67
25,65,medio,bajo,no,7,94,bajo,si,1,bajo,elevado,publico,positivo,3,no,preparatoria,lejano,hombre,64
24,61,medio,bajo,no,8,54,medio,si,1,bajo,medio,publico,neutral,2,si,,moderado,hombre,61
31,62,medio,bajo,si,7,51,medio,si,2,medio,bajo,publico,neutral,1,no,universidad,lejano,mujer,65
19,98,bajo,elevado,si,7,67,elevado,si,1,medio,bajo,privado,negativo,4,no,preparatoria,moderado,mujer,70
24,66,medio,elevado,no,8,89,medio,si,0,medio,elevado,publico,positivo,2,no,universidad,cercano,hombre,67
21,88,elevado,bajo,no,7,86,medio,si,1,bajo,medio,privado,positivo,2,no,preparatoria,moderado,hombre,68
28,63,medio,bajo,si,7,91,medio,si,1,bajo,medio,privado,positivo,1,no,preparatoria,lejano,hombre,65
16,64,elevado,medio,si,8,70,bajo,si,3,elevado,elevado,privado,negativo,3,no,preparatoria,lejano,mujer,63
24,80,medio,elevado,no,7,100,medio,si,1,elevado,elevado,publico,neutral,3,no,posgrado,moderado,hombre,72
19,79,elevado,medio,si,7,68,medio,si,2,elevado,elevado,publico,negativo,1,no,universidad,cercano,mujer,68
20,98,medio,elevado,si,7,90,medio,si,2,medio,bajo,publico,positivo,4,no,,cercano,hombre,73
21,98,elevado,medio,si,7,68,elevado,si,0,medio,bajo,publico,positivo,3,si,universidad,cercano,mujer,71
22,91,medio,elevado,no,5,61,medio,si,3,bajo,elevado,publico,neutral,2,no,posgrado,lejano,hombre,70
19,84,elevado,medio,si,7,67,bajo,si,0,medio,bajo,publico,positivo,3,no,posgrado,cercano,mujer,68
21,78,medio,elevado,no,10,60,medio,si,3,elevado,medio,publico,negativo,5,no,preparatoria,moderado,hombre,68
29,74,medio,bajo,no,6,56,bajo,si,2,bajo,elevado,publico,neutral,3,no,posgrado,cercano,mujer,68
26,98,bajo,elevado,si,6,68,medio,si,1,bajo,medio,privado,neutral,1,no,posgrado,moderado,hombre,71
25,84,medio,bajo,si,10,57,bajo,si,4,medio,bajo,publico,positivo,2,no,universidad,cercano,hombre,70
17,83,elevado,medio,no,6,75,medio,si,2,medio,bajo,publico,positivo,3,si,preparatoria,cercano,hombre,67
15,69,bajo,medio,si,9,52,medio,si,0,elevado,medio,publico,neutral,3,no,universidad,cercano,mujer,61
26,62,elevado,bajo,si,7,72,bajo,si,1,medio,bajo,publico,neutral,3,no,universidad,moderado,mujer,64
25,98,bajo,medio,no,7,98,medio,si,1,medio,bajo,publico,negativo,4,no,posgrado,cercano,hombre,72
29,73,elevado,medio,no,7,68,bajo,si,1,bajo,elevado,privado,positivo,4,si,preparatoria,moderado,hombre,67
16,78,elevado,bajo,si,8,57,elevado,si,1,medio,bajo,publico,negativo,3,no,universidad,cercano,hombre,65
19,65,medio,bajo,si,5,65,elevado,si,1,elevado,medio,publico,positivo,6,no,universidad,moderado,mujer,64
10,93,bajo,medio,si,7,90,medio,si,0,bajo,medio,privado,positivo,2,no,preparatoria,cercano,mujer,66
18,61,medio,bajo,no,6,66,medio,si,1,medio,elevado,publico,positivo,2,no,preparatoria,moderado,mujer,62
26,93,bajo,medio,no,4,69,medio,si,2,bajo,medio,publico,neutral,3,no,preparatoria,cercano,hombre,70
17,66,medio,bajo,si,9,89,medio,no,1,medio,elevado,publico,positivo,4,no,preparatoria,moderado,mujer,64
24,95,medio,bajo,no,4,63,bajo,si,3,bajo,medio,publico,positivo,3,no,preparatoria,cercano,mujer,70
19,89,medio,bajo,no,10,74,medio,si,1,bajo,medio,publico,positivo,2,no,preparatoria,moderado,mujer,66
22,67,bajo,elevado,si,8,53,medio,si,0,medio,elevado,publico,negativo,3,no,preparatoria,lejano,hombre,62
13,83,bajo,bajo,no,5,59,elevado,si,4,bajo,medio,privado,neutral,2,no,preparatoria,cercano,mujer,63
21,73,bajo,medio,si,9,60,elevado,si,2,medio,bajo,publico,positivo,3,no,universidad,cercano,hombre,66
2,67,medio,bajo,no,6,73,bajo,si,1,bajo,medio,privado,positivo,2,no,universidad,moderado,hombre,58
19,94,medio,elevado,si,6,91,medio,si,1,bajo,medio,publico,negativo,3,no,preparatoria,moderado,hombre,70
10,76,medio,bajo,no,4,68,medio,si,1,elevado,bajo,privado,neutral,6,no,universidad,cercano,hombre,63
27,76,medio,elevado,si,6,69,elevado,si,0,medio,elevado,publico,neutral,1,no,,cercano,hombre,70
25,67,elevado,medio,si,6,65,medio,si,1,bajo,medio,publico,negativo,3,no,preparatoria,cercano,hombre,65
23,75,medio,bajo,si,8,66,medio,si,5,medio,bajo,publico,neutral,3,no,preparatoria,cercano,hombre,67
29,95,elevado,medio,no,9,70,medio,no,1,bajo,medio,privado,positivo,2,no,posgrado,cercano,mujer,73
14,75,medio,bajo,si,5,95,medio,si,0,medio,bajo,publico,positivo,3,no,universidad,moderado,hombre,82
30,98,bajo,medio,no,7,51,elevado,si,0,bajo,medio,publico,positivo,2,no,preparatoria,cercano,hombre,71
26,98,medio,bajo,si,4,81,bajo,si,1,bajo,medio,publico,positivo,4,no,posgrado,cercano,hombre,73
19,66,medio,elevado,no,7,94,bajo,si,1,elevado,medio,publico,positivo,4,no,preparatoria,moderado,mujer,65
27,67,elevado,medio,si,10,71,medio,si,1,bajo,elevado,publico,neutral,3,no,preparatoria,cercano,mujer,67
13,95,medio,bajo,si,4,83,bajo,no,1,bajo,elevado,publico,neutral,4,no,universidad,moderado,hombre,67
15,76,elevado,elevado,si,5,79,medio,si,4,medio,bajo,publico,neutral,4,no,posgrado,moderado,mujer,69
16,60,medio,elevado,si,8,67,bajo,si,0,bajo,medio,publico,neutral,3,no,preparatoria,cercano,hombre,61
17,71,medio,bajo,no,8,57,medio,si,3,medio,elevado,privado,positivo,4,no,preparatoria,cercano,mujer,64
14,84,bajo,elevado,no,6,61,bajo,si,1,elevado,medio,publico,positivo,2,no,universidad,lejano,hombre,64
27,92,bajo,medio,si,9,53,bajo,si,2,bajo,medio,publico,negativo,2,no,universidad,lejano,hombre,68
18,65,medio,bajo,no,6,88,medio,si,1,medio,bajo,privado,positivo,1,si,universidad,cercano,hombre,62
22,64,medio,bajo,si,10,77,elevado,si,5,medio,bajo,publico,neutral,3,si,preparatoria,cercano,hombre,66
17,97,elevado,bajo,si,8,89,medio,si,1,bajo,medio,publico,neutral,4,no,universidad,cercano,hombre,70
9,90,elevado,medio,si,9,65,bajo,si,3,medio,bajo,publico,positivo,3,no,preparatoria,cercano,mujer,67
22,84,medio,bajo,si,8,90,medio,si,2,medio,bajo,publico,positivo,2,no,universidad,cercano,mujer,70
9,91,medio,bajo,no,8,65,elevado,si,0,medio,bajo,publico,positivo,4,no,preparatoria,moderado,hombre,65
20,77,bajo,medio,no,8,56,medio,si,1,medio,elevado,publico,positivo,4,no,universidad,moderado,hombre,65
12,90,medio,elevado,si,9,77,medio,si,3,medio,bajo,publico,positivo,3,no,posgrado,cercano,hombre,70
32,75,elevado,medio,si,7,97,elevado,si,1,medio,bajo,privado,neutral,3,no,universidad,moderado,hombre,72
25,70,medio,bajo,no,6,71,bajo,si,0,bajo,medio,publico,neutral,2,no,universidad,cercano,mujer,65
21,89,elevado,elevado,si,7,76,medio,si,1,medio,bajo,publico,positivo,2,no,preparatoria,cercano,hombre,71
28,77,elevado,elevado,si,6,73,bajo,si,3,medio,elevado,privado,negativo,3,no,universidad,cercano,mujer,71
15,99,medio,elevado,si,6,73,elevado,si,1,elevado,elevado,publico,negativo,5,no,posgrado,cercano,hombre,72
23,74,bajo,bajo,no,9,61,bajo,si,0,medio,bajo,publico,positivo,4,no,posgrado,cercano,hombre,64
21,97,medio,bajo,no,8,71,elevado,si,2,elevado,elevado,publico,neutral,1,no,universidad,moderado,hombre,72
22,97,bajo,medio,no,8,75,medio,si,1,medio,bajo,privado,positivo,4,no,posgrado,cercano,hombre,71
28,70,medio,bajo,si,9,87,bajo,si,0,bajo,medio,publico,neutral,3,no,preparatoria,moderado,hombre,66
24,92,elevado,bajo,no,8,57,medio,si,3,medio,bajo,privado,positivo,3,no,universidad,cercano,mujer,71
22,77,medio,bajo,si,10,79,elevado,si,2,medio,bajo,publico,neutral,2,no,preparatoria,cercano,hombre,67
10,97,elevado,elevado,no,4,83,bajo,si,1,bajo,elevado,publico,neutral,2,no,posgrado,cercano,hombre,69
14,78,elevado,medio,si,6,69,elevado,si,0,medio,bajo,publico,positivo,5,no,universidad,moderado,mujer,67
19,90,elevado,medio,si,6,77,medio,si,0,elevado,medio,publico,neutral,4,no,posgrado,cercano,hombre,71
21,79,medio,bajo,no,5,86,bajo,si,1,elevado,,privado,positivo,2,no,preparatoria,moderado,mujer,66
13,69,elevado,elevado,no,7,73,bajo,si,1,medio,bajo,privado,positivo,2,no,preparatoria,lejano,hombre,62
34,68,medio,bajo,no,7,67,elevado,si,0,medio,bajo,privado,neutral,2,no,preparatoria,moderado,hombre,67
29,77,medio,bajo,si,10,91,elevado,si,2,bajo,medio,publico,negativo,4,no,posgrado,cercano,mujer,70
24,90,elevado,elevado,no,8,99,elevado,si,0,bajo,medio,publico,neutral,3,no,universidad,moderado,mujer,72
20,84,elevado,elevado,no,6,61,medio,si,3,medio,bajo,privado,neutral,2,no,preparatoria,cercano,hombre,69
19,88,medio,elevado,no,8,94,elevado,si,1,medio,bajo,publico,neutral,3,no,preparatoria,moderado,hombre,70
14,71,elevado,elevado,no,4,77,medio,si,0,medio,bajo,publico,negativo,3,no,preparatoria,cercano,mujer,64
20,79,medio,bajo,si,7,72,bajo,no,1,medio,bajo,publico,negativo,3,no,preparatoria,cercano,hombre,65
22,62,medio,elevado,si,7,95,medio,si,2,medio,bajo,publico,negativo,2,no,preparatoria,cercano,hombre,66
13,93,bajo,medio,no,6,96,elevado,si,2,elevado,medio,privado,negativo,3,no,preparatoria,cercano,mujer,68
22,100,medio,bajo,si,7,64,medio,si,2,bajo,medio,privado,positivo,3,no,universidad,cercano,mujer,72
19,76,medio,bajo,si,6,68,medio,si,2,elevado,medio,publico,positivo,3,no,preparatoria,moderado,mujer,65
9,60,medio,bajo,si,6,93,medio,si,3,bajo,elevado,privado,neutral,2,no,preparatoria,moderado,mujer,60
15,67,medio,bajo,no,8,75,medio,si,0,elevado,elevado,publico,negativo,4,no,posgrado,cercano,mujer,63
18,86,bajo,bajo,si,9,64,bajo,si,3,bajo,elevado,publico,positivo,3,no,preparatoria,cercano,mujer,66
31,84,bajo,medio,si,8,98,bajo,si,1,medio,bajo,publico,positivo,4,no,posgrado,cercano,mujer,73
23,92,medio,bajo,si,6,61,bajo,si,4,bajo,medio,publico,positivo,4,no,universidad,cercano,hombre,71
12,70,medio,bajo,si,6,81,bajo,si,1,bajo,medio,publico,negativo,2,si,preparatoria,lejano,hombre,59
23,91,medio,bajo,si,6,71,medio,si,5,bajo,elevado,publico,neutral,3,no,preparatoria,moderado,mujer,70
11,88,medio,bajo,si,7,73,bajo,si,1,medio,bajo,privado,neutral,3,si,universidad,cercano,mujer,63
26,73,medio,bajo,no,6,55,medio,si,1,medio,bajo,publico,positivo,4,no,posgrado,cercano,hombre,67
17,82,bajo,medio,si,9,63,medio,si,2,bajo,medio,privado,neutral,2,no,universidad,moderado,hombre,65
19,66,medio,bajo,no,7,58,medio,si,5,medio,bajo,publico,positivo,4,no,universidad,moderado,mujer,64
28,78,elevado,medio,no,8,87,bajo,si,2,bajo,medio,publico,positivo,2,no,posgrado,cercano,hombre,71
12,95,medio,elevado,si,5,85,medio,si,2,elevado,medio,publico,negativo,2,no,universidad,cercano,hombre,70
12,77,medio,bajo,si,6,90,medio,si,2,medio,bajo,publico,neutral,2,no,preparatoria,cercano,mujer,63
16,94,bajo,medio,no,8,85,medio,si,3,bajo,elevado,publico,neutral,2,no,preparatoria,cercano,mujer,68
26,84,medio,bajo,si,8,56,medio,no,1,medio,bajo,publico,negativo,2,no,universidad,cercano,mujer,67
11,68,medio,elevado,si,5,99,medio,si,1,elevado,medio,publico,neutral,4,no,posgrado,cercano,mujer,66
3,83,elevado,bajo,si,7,59,bajo,si,2,medio,elevado,publico,positivo,5,no,preparatoria,moderado,hombre,63
17,80,medio,bajo,si,7,68,medio,si,0,medio,bajo,privado,negativo,5,si,universidad,cercano,mujer,65
23,76,medio,elevado,si,6,85,bajo,si,2,bajo,medio,publico,positivo,3,si,preparatoria,lejano,hombre,66
27,65,medio,bajo,si,8,57,medio,si,2,bajo,bajo,publico,negativo,4,no,posgrado,cercano,mujer,65
17,77,bajo,medio,si,5,59,medio,si,2,medio,elevado,privado,neutral,4,no,preparatoria,cercano,hombre,65
18,63,elevado,bajo,no,6,94,medio,si,2,medio,elevado,publico,neutral,2,si,preparatoria,cercano,hombre,63
27,64,medio,elevado,no,8,67,medio,si,0,bajo,medio,publico,positivo,3,no,preparatoria,cercano,hombre,65
9,77,bajo,elevado,si,7,83,medio,si,1,bajo,elevado,privado,neutral,4,si,preparatoria,lejano,hombre,62
18,72,medio,bajo,si,7,93,medio,si,1,medio,bajo,publico,positivo,3,no,universidad,cercano,mujer,66
21,97,medio,bajo,no,7,99,medio,si,1,elevado,medio,publico,negativo,3,no,posgrado,cercano,mujer,71
23,75,bajo,bajo,si,8,61,elevado,si,2,bajo,medio,publico,positivo,2,no,preparatoria,lejano,mujer,64
17,90,medio,bajo,si,8,56,bajo,si,0,medio,bajo,privado,neutral,4,no,universidad,cercano,mujer,67
20,81,medio,bajo,no,8,87,medio,si,1,elevado,medio,privado,neutral,3,no,preparatoria,cercano,hombre,68
5,88,medio,bajo,no,7,59,medio,si,3,bajo,medio,publico,negativo,3,no,universidad,cercano,mujer,63
16,70,bajo,medio,si,6,79,elevado,si,0,elevado,elevado,publico,negativo,3,no,universidad,cercano,mujer,64
23,98,elevado,elevado,si,6,77,medio,si,1,bajo,elevado,publico,neutral,1,no,posgrado,cercano,mujer,74
14,81,bajo,medio,si,5,78,medio,si,2,elevado,elevado,publico,positivo,4,no,posgrado,cercano,hombre,68
20,93,medio,bajo,si,6,82,bajo,no,1,medio,elevado,publico,positivo,3,si,preparatoria,moderado,mujer,68
23,75,elevado,elevado,si,6,93,medio,no,2,medio,bajo,publico,neutral,3,no,posgrado,moderado,mujer,69
18,64,bajo,medio,si,9,64,medio,si,4,bajo,medio,publico,negativo,4,si,preparatoria,cercano,hombre,61
21,87,bajo,elevado,si,5,78,elevado,si,1,bajo,medio,privado,positivo,2,no,preparatoria,cercano,mujer,69
14,60,bajo,bajo,si,9,67,bajo,si,3,elevado,elevado,publico,positivo,3,no,preparatoria,cercano,mujer,61
19,79,medio,elevado,si,7,66,bajo,si,3,elevado,medio,publico,positivo,3,si,preparatoria,cercano,hombre,67
24,68,bajo,elevado,no,7,51,medio,si,0,bajo,bajo,privado,neutral,4,no,preparatoria,cercano,mujer,63
21,85,medio,bajo,no,8,80,medio,si,3,bajo,elevado,publico,positivo,3,si,universidad,moderado,mujer,68
16,99,medio,bajo,no,5,99,bajo,no,0,bajo,medio,privado,neutral,5,no,universidad,moderado,mujer,68
21,79,medio,bajo,si,6,88,bajo,si,2,elevado,medio,publico,neutral,1,no,preparatoria,cercano,hombre,67
24,93,bajo,medio,si,5,62,elevado,si,1,elevado,medio,privado,negativo,3,no,universidad,moderado,mujer,69
8,80,elevado,medio,no,6,86,medio,si,2,bajo,medio,publico,neutral,3,no,preparatoria,cercano,hombre,64
27,80,bajo,bajo,no,6,65,bajo,si,1,bajo,medio,publico,positivo,4,no,posgrado,cercano,hombre,67
18,97,medio,elevado,no,9,88,bajo,si,1,elevado,medio,publico,neutral,3,si,preparatoria,cercano,mujer,70
23,96,bajo,elevado,si,6,93,bajo,si,5,bajo,medio,publico,negativo,4,no,preparatoria,cercano,mujer,72
27,91,bajo,elevado,no,4,67,medio,si,1,elevado,elevado,privado,neutral,2,no,preparatoria,moderado,mujer,71
12,72,medio,bajo,no,6,50,elevado,si,1,bajo,medio,publico,positivo,3,no,universidad,cercano,hombre,62
16,82,medio,bajo,si,8,65,elevado,si,2,bajo,medio,privado,positivo,5,si,posgrado,cercano,hombre,67
18,69,medio,elevado,si,9,60,medio,si,3,bajo,medio,publico,negativo,2,no,universidad,lejano,mujer,64
15,78,medio,bajo,si,7,81,medio,si,0,medio,bajo,publico,neutral,2,no,preparatoria,cercano,hombre,64
30,79,elevado,medio,no,6,65,medio,si,1,bajo,medio,publico,negativo,4,no,posgrado,cercano,mujer,70
15,93,medio,bajo,si,7,52,medio,si,3,bajo,medio,publico,negativo,5,no,universidad,cercano,mujer,68
17,96,medio,bajo,no,8,77,medio,si,1,medio,bajo,publico,neutral,3,no,posgrado,cercano,mujer,70
21,77,medio,bajo,si,5,94,bajo,si,1,medio,elevado,publico,negativo,3,no,preparatoria,lejano,hombre,65
13,61,bajo,bajo,no,7,73,bajo,si,2,elevado,medio,publico,positivo,2,no,preparatoria,cercano,mujer,59
18,94,medio,bajo,si,7,69,medio,si,1,medio,elevado,publico,positivo,2,no,preparatoria,lejano,mujer,69
22,67,medio,bajo,si,7,59,elevado,si,2,bajo,elevado,publico,positivo,3,no,posgrado,cercano,hombre,67
18,85,medio,elevado,no,7,69,medio,si,2,bajo,medio,privado,positivo,4,no,preparatoria,cercano,hombre,68
19,61,medio,bajo,no,6,67,bajo,si,1,medio,bajo,publico,positivo,1,no,universidad,cercano,hombre,62
17,76,elevado,medio,no,8,100,bajo,no,0,elevado,medio,privado,neutral,4,no,preparatoria,moderado,hombre,65
11,99,elevado,medio,si,7,52,medio,si,0,elevado,elevado,privado,neutral,5,no,universidad,cercano,mujer,69
22,64,medio,bajo,si,7,62,medio,si,3,bajo,medio,privado,neutral,4,no,posgrado,moderado,mujer,65
31,77,elevado,bajo,si,5,53,elevado,si,1,medio,bajo,publico,neutral,2,no,preparatoria,cercano,mujer,68
20,72,elevado,bajo,si,8,93,medio,si,4,bajo,elevado,publico,positivo,2,no,preparatoria,cercano,hombre,68
21,96,elevado,medio,si,6,71,elevado,no,3,medio,bajo,publico,negativo,3,no,preparatoria,cercano,mujer,71
24,95,medio,bajo,si,9,90,medio,si,3,bajo,bajo,publico,positivo,4,no,preparatoria,moderado,hombre,71
12,70,elevado,medio,no,5,85,elevado,si,1,elevado,medio,publico,positivo,3,no,posgrado,cercano,mujer,66
30,63,medio,elevado,si,8,96,medio,si,4,bajo,medio,privado,positivo,3,no,posgrado,cercano,mujer,71
21,85,medio,bajo,no,4,51,bajo,si,2,bajo,medio,publico,neutral,3,no,universidad,cercano,mujer,66
30,73,elevado,bajo,no,4,60,medio,si,0,bajo,bajo,privado,positivo,4,no,preparatoria,moderado,mujer,66
16,87,elevado,elevado,si,6,85,medio,si,2,medio,elevado,publico,neutral,1,no,preparatoria,,mujer,69
31,61,medio,bajo,no,4,79,medio,si,0,bajo,bajo,publico,positivo,3,no,preparatoria,moderado,mujer,65
25,65,elevado,bajo,si,8,85,medio,si,2,bajo,medio,publico,negativo,3,no,posgrado,cercano,mujer,66
23,87,medio,bajo,no,7,79,medio,si,2,medio,bajo,publico,neutral,2,no,preparatoria,lejano,hombre,67
21,68,medio,bajo,no,9,79,bajo,si,1,elevado,elevado,privado,negativo,4,no,posgrado,moderado,mujer,66
19,94,medio,bajo,no,7,97,medio,si,0,medio,bajo,publico,neutral,3,no,preparatoria,cercano,mujer,69
27,62,elevado,bajo,no,7,96,medio,si,2,bajo,medio,publico,neutral,4,no,preparatoria,cercano,hombre,66
21,69,elevado,medio,si,7,52,bajo,si,0,bajo,medio,publico,negativo,3,no,posgrado,cercano,hombre,64
8,100,elevado,elevado,si,6,71,medio,si,0,bajo,elevado,publico,positivo,2,no,posgrado,cercano,mujer,70
13,77,bajo,medio,si,6,76,bajo,no,1,medio,bajo,privado,neutral,4,no,universidad,moderado,hombre,62
19,88,bajo,medio,si,5,68,elevado,si,1,bajo,bajo,publico,positivo,5,no,preparatoria,moderado,hombre,67
22,67,bajo,medio,no,8,52,medio,si,1,medio,bajo,publico,negativo,2,si,universidad,moderado,mujer,60
20,84,bajo,bajo,no,7,74,bajo,si,1,elevado,medio,publico,neutral,3,no,posgrado,cercano,mujer,66
27,89,medio,bajo,si,7,99,medio,si,0,medio,elevado,publico,positivo,2,no,preparatoria,cercano,mujer,72
8,73,medio,elevado,si,10,54,medio,si,2,medio,bajo,publico,positivo,3,no,preparatoria,cercano,hombre,63
21,93,bajo,bajo,si,6,91,bajo,si,1,elevado,medio,publico,negativo,3,no,posgrado,cercano,hombre,69
9,84,elevado,elevado,si,7,60,elevado,si,1,bajo,medio,privado,positivo,3,no,universidad,moderado,hombre,66
25,76,medio,bajo,si,7,79,medio,si,2,medio,bajo,publico,positivo,2,no,universidad,cercano,hombre,69
19,82,elevado,medio,no,9,69,bajo,si,2,medio,bajo,privado,neutral,3,no,universidad,moderado,hombre,68
23,83,medio,bajo,no,7,67,medio,si,3,bajo,bajo,publico,negativo,4,no,preparatoria,moderado,mujer,66
15,67,medio,bajo,si,7,94,bajo,si,0,elevado,bajo,privado,positivo,2,no,posgrado,moderado,hombre,63
28,76,medio,bajo,si,10,99,elevado,si,1,medio,bajo,publico,neutral,3,no,preparatoria,cercano,hombre,70
26,74,medio,bajo,no,6,69,medio,si,2,bajo,elevado,publico,positivo,4,no,posgrado,moderado,hombre,68
24,76,medio,bajo,si,7,82,medio,si,2,medio,bajo,publico,positivo,4,no,universidad,lejano,hombre,68
19,90,medio,bajo,no,8,78,medio,si,1,bajo,medio,privado,neutral,3,no,preparatoria,moderado,hombre,67
23,79,elevado,elevado,si,6,54,bajo,si,1,bajo,medio,publico,neutral,1,no,preparatoria,moderado,hombre,67
16,98,elevado,bajo,si,8,52,medio,si,3,bajo,elevado,publico,neutral,3,no,universidad,moderado,mujer,69
25,72,medio,bajo,no,6,89,bajo,si,3,bajo,elevado,publico,neutral,5,no,preparatoria,cercano,hombre,68
30,77,medio,bajo,si,9,70,medio,si,0,medio,elevado,publico,neutral,1,no,preparatoria,moderado,hombre,67
26,91,elevado,medio,si,8,65,bajo,si,0,medio,elevado,publico,neutral,2,no,preparatoria,moderado,hombre,70
16,82,elevado,elevado,no,7,99,bajo,si,3,medio,bajo,publico,positivo,3,no,posgrado,moderado,hombre,70
22,82,medio,bajo,no,5,54,medio,si,2,medio,bajo,publico,neutral,2,no,universidad,moderado,hombre,66
12,62,elevado,elevado,si,6,63,elevado,si,0,bajo,medio,privado,negativo,2,no,preparatoria,cercano,hombre,61
23,76,bajo,elevado,si,7,93,medio,si,2,bajo,medio,publico,negativo,2,no,universidad,cercano,hombre,68
23,71,bajo,medio,si,8,71,bajo,si,1,bajo,bajo,publico,neutral,2,no,posgrado,cercano,mujer,64
9,100,bajo,bajo,no,7,79,medio,si,1,bajo,medio,publico,positivo,2,no,posgrado,cercano,hombre,66
13,72,bajo,elevado,si,8,52,medio,si,3,elevado,elevado,privado,positivo,4,no,preparatoria,,hombre,65
18,95,medio,elevado,no,8,96,medio,si,3,medio,bajo,publico,negativo,6,no,posgrado,cercano,hombre,73
18,87,bajo,bajo,no,8,57,medio,no,3,elevado,elevado,publico,positivo,4,no,preparatoria,cercano,hombre,66
13,74,elevado,elevado,si,7,61,medio,si,2,bajo,medio,publico,positivo,3,no,preparatoria,moderado,hombre,65
22,82,medio,elevado,si,7,58,medio,si,0,medio,bajo,publico,negativo,4,no,universidad,cercano,hombre,68
22,94,medio,bajo,si,7,75,bajo,si,0,bajo,elevado,publico,neutral,3,no,preparatoria,cercano,hombre,69
19,95,bajo,elevado,si,6,91,elevado,si,1,medio,elevado,publico,neutral,4,no,universidad,cercano,hombre,72
